clustering_features,n_clustering_features,n_clusters,n_factors,rotation,silhouette_score,smallest_cluster,largest_cluster,clusters_below_efa_rule,max_cluster_supported_factors,global_mean_primary_abs_loading,global_mean_cross_loading_gap,global_simple_feature_share,global_covariance_reconstruction_rmse,global_n_observations,global_n_parameters,global_exact_total_log_likelihood,global_exact_mean_log_likelihood,global_regularized_total_log_likelihood,global_regularized_mean_log_likelihood,global_regularized_aic,global_regularized_bic,global_likelihood_eigenvalue_floor,global_exact_likelihood_finite,global_minimum_uniqueness,global_uniquenesses_below_floor,clustered_n_parameters,clustered_exact_total_log_likelihood,clustered_regularized_total_log_likelihood,clustered_regularized_aic,clustered_regularized_bic,clustered_unstable_models,clustered_minus_global_regularized_bic,clustered_minus_global_regularized_aic,clustered_minus_global_regularized_total_log_likelihood,clustered_status,clustered_reason,clustered_mean_primary_abs_loading,clustered_minus_global_mean_primary_abs_loading,clustered_mean_cross_loading_gap,clustered_minus_global_mean_cross_loading_gap,clustered_simple_feature_share,clustered_minus_global_simple_feature_share,clustered_covariance_reconstruction_rmse,clustered_minus_global_covariance_reconstruction_rmse,experiment_id,status,error
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,6,11,varimax,0.520153679815464,18,80,6,18,0.6526629862001875,0.48765830136631194,0.5172413793103449,0.05893277839669161,217,699,-6505.193886896498,-29.977852013347917,-6505.1938868965135,-29.977852013347988,14408.387773793027,16770.93602391781,1e-06,True,9.8247824001918e-06,0,4194.0,-inf,9298.293380046027,-10208.586760092054,3966.702740656634,6.0,-12804.233283261176,-24616.97453388508,15803.48726694254,ok,,0.701528692576448,0.04886570637626053,0.45842576576406674,-0.029232535602245202,0.5042110281264898,-0.013030351183855093,0.05665632087644638,-0.0022764575202452314,524,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,5,19,varimax,0.48544456474836,27,84,5,27,0.7054831000517993,0.4933914202035451,0.5172413793103449,0.03655520773143003,217,1047,-4481.400245876261,-20.65161403629613,-4481.400245876719,-20.651614036298245,11056.800491753438,14595.5530209103,1e-06,True,3.4363304411977325e-06,0,5235.0,-inf,12097.968157686833,-13725.936315373667,3967.8263304106404,5.0,-10627.72669049966,-24782.736807127105,16579.368403563552,ok,,0.7495072261057013,0.044024126053902046,0.48529178534672623,-0.00809963485681886,0.5368663594470046,0.019624980136659698,0.033139871591610755,-0.003415336139819272,475,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,6,14,varimax,0.520153679815464,18,80,6,18,0.6897360460576764,0.498951862501812,0.5,0.04546045532017627,217,837,-5703.200651197694,-26.282030650680618,-5703.200651198334,-26.282030650683566,13080.401302396667,15909.375387310032,1e-06,True,9.950135546832328e-06,0,5022.0,-inf,11516.865747338947,-12989.731494677893,3984.1130148022967,6.0,-11925.262372507736,-26070.132797074562,17220.06639853728,ok,,0.7385384333988041,0.04880238734112774,0.48599169085987337,-0.012960171641938634,0.5268552359764819,0.026855235976481873,0.04217350112610545,-0.0032869541940708236,527,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,5,18,varimax,0.48544456474836,27,84,5,27,0.7062279037775023,0.50303683094678,0.5517241379310345,0.036682398975214935,217,1007,-4654.663951157629,-21.450064291048978,-4654.663951158028,-21.45006429105082,11323.327902316056,14726.884537331298,1e-06,True,5.014460968011392e-06,0,5035.0,20974305.60688646,11546.813491775063,-13023.626983550126,3994.15619152609,5.0,-10732.728345805208,-24346.95488586618,16201.47744293309,ok,,0.7448735272661875,0.038645623488685166,0.47758981906219505,-0.025447011884584925,0.5273319561417448,-0.024392181789289702,0.0343329652808086,-0.002349433694406336,474,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,5,10,varimax,0.48544456474836,27,84,5,27,0.6359094395952842,0.47884345972229747,0.5172413793103449,0.061419060855820204,217,651,-6936.70329767964,-31.966374643684976,-6936.703297680843,-31.96637464369052,15175.406595361686,17375.719772516524,1e-06,True,1.5043563712957564e-05,0,3255.0,-1177385.5406118603,6745.980662472851,-6981.961324945702,4019.604560828493,5.0,-13356.115211688031,-22157.367920307388,13682.683960153694,ok,,0.6628376887231175,0.026928249127833315,0.4184046699296918,-0.060438789792605696,0.4544732242173844,-0.06276815509296046,0.06464558802592363,0.0032265271701034243,466,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,5,22,varimax,0.48544456474836,27,84,5,27,0.734666641334831,0.5120443039240902,0.5517241379310345,0.028492004214063556,217,1161,-4200.391486476129,-19.35664279482087,-4200.391486477092,-19.35664279482531,10722.782972954185,14646.84380041466,1e-06,True,1.1847873777615092e-05,0,5805.0,-inf,13592.005229787317,-15574.010459574634,4046.2936777277355,5.0,-10600.550122686924,-26296.79343252882,17792.39671626441,ok,,0.7711881044478283,0.03652146311299731,0.504810712342105,-0.0072335915819852215,0.5556968059748928,0.003972668043858318,0.020995747139550158,-0.007496257074513398,478,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,5,15,varimax,0.48544456474836,27,84,5,27,0.6923398243958025,0.4985477391618756,0.4827586206896552,0.04500017355141033,217,881,-5298.090461058378,-24.41516341501557,-5298.090461057451,-24.415163415011293,12358.180922114901,15335.870490584046,1e-06,True,1.0381764961153728e-05,0,4405.0,-8484417.822295895,9815.788184994622,-10821.576369989245,4066.871472356481,5.0,-11268.999018227565,-23179.757292104146,15113.878646052073,ok,,0.7294167092799256,0.037076884884123085,0.46519198060126177,-0.033355758560613846,0.49189575719052914,0.009137136500873944,0.04094731712205314,-0.004052856429357189,471,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,6,14,varimax,0.42123712476920505,18,78,6,18,0.6897360460576764,0.498951862501812,0.5,0.04546045532017627,217,837,-5703.200651197694,-26.282030650680618,-5703.200651198334,-26.282030650683566,13080.401302396667,15909.375387310032,1e-06,True,9.950135546832328e-06,0,5022.0,-inf,11467.848039844914,-12891.696079689827,4082.1484297903626,6.0,-11827.22695751967,-25972.097382086497,17171.04869104325,ok,,0.7324467581965648,0.04271071213888844,0.4826594369203818,-0.01629242558143018,0.5528364849833147,0.052836484983314724,0.04071147641930373,-0.004748978900872544,812,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,5,11,varimax,0.48544456474836,27,84,5,27,0.6526629862001875,0.48765830136631194,0.5172413793103449,0.05893277839669161,217,699,-6505.193886896498,-29.977852013347917,-6505.1938868965135,-29.977852013347988,14408.387773793027,16770.93602391781,1e-06,True,9.8247824001918e-06,0,3495.0,-1214932.0110639448,7317.971487727946,-7645.942975455891,4166.798275168014,5.0,-12604.137748749796,-22054.33074924892,13823.16537462446,ok,,0.6791874786488098,0.026524492448622317,0.4286871037380785,-0.05897119762823344,0.46599396154457334,-0.05124741776577152,0.059773581713962506,0.0008408033172708981,467,ok,
services_value_added_per_worker_constant_2015_usd,1,4,28,varimax,0.6624373132383236,29,108,4,29,0.7880834027108186,0.5610211066721099,0.6551724137931034,0.013597595554017737,217,1362,-3654.512678664232,-16.841072251908905,-3654.5126786631404,-16.841072251903874,10033.025357326282,14636.445552848387,1e-06,True,3.3293264056766247e-06,0,5448.0,-inf,12570.168557323954,-14244.337114647908,4169.343667440517,4.0,-10467.10188540787,-24277.36247197419,16224.681235987095,ok,,0.7858638856301383,-0.0022195170806802444,0.5276199051581452,-0.03340120151396475,0.6157635467980296,-0.039408866995073843,0.012221193424330224,-0.001376402129687513,142,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,5,21,varimax,0.48544456474836,27,84,5,27,0.7297266237653165,0.5076600801418644,0.5517241379310345,0.02904310882022852,217,1124,-4303.275994492391,-19.830764951577837,-4303.275994491591,-19.83076495157415,10854.551988983181,14653.556614362658,1e-06,True,9.853686460448152e-06,0,5620.0,-inf,13031.13489021117,-14822.269780422339,4172.753346475045,5.0,-10480.803267887613,-25676.82176940552,17334.41088470276,ok,,0.7647013385027303,0.03497471473741376,0.49608841874852705,-0.011571661393337318,0.513983791514381,-0.03774034641665347,0.0243357711842118,-0.004707337636016717,477,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,5,15,varimax,0.43033844188313713,18,80,5,18,0.6923398243958025,0.4985477391618756,0.4827586206896552,0.04500017355141033,217,881,-5298.090461058378,-24.41516341501557,-5298.090461057451,-24.415163415011293,12358.180922114901,15335.870490584046,1e-06,True,1.0381764961153728e-05,0,4405.0,-inf,9761.99404939844,-10713.988098796879,4174.459743548847,5.0,-11161.4107470352,-23072.16902091178,15060.08451045589,ok,,0.7388305146275064,0.046490690231703824,0.4932173852716327,-0.005330353890242889,0.5457651358652471,0.06300651517559192,0.0403645198186389,-0.00463565373277143,756,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,6,13,varimax,0.42123712476920505,18,78,6,18,0.6768265881237939,0.4849548624348202,0.5,0.05030592766119742,217,792,-6015.839551620709,-27.722762910694513,-6015.839551620842,-27.722762910695124,13615.679103241684,16292.557807245728,1e-06,True,1.9641172442463883e-05,0,4752.0,-inf,10694.524646761995,-11885.049293523989,4176.222930500277,6.0,-12116.334876745452,-25500.728396765673,16710.364198382835,ok,,0.7238572099183604,0.04703062179456652,0.4753133070540273,-0.009641555380792921,0.5254250754806928,0.025425075480692838,0.04427340407591009,-0.0060325235852873235,811,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,5,20,varimax,0.48544456474836,27,84,5,27,0.7197913388231253,0.5065897094200719,0.5517241379310345,0.03419307425913438,217,1086,-4398.234501236485,-20.26836175685016,-4398.234501237657,-20.268361756855562,10968.469002475314,14639.037528420253,1e-06,True,4.01026836316376e-06,0,5430.0,-inf,12503.740418635676,-14147.480837271352,4205.361792453343,5.0,-10433.67573596691,-25115.949839746667,16901.974919873333,ok,,0.7542192112559228,0.034427872432797546,0.4904170402508926,-0.016172669169179255,0.5458445892261243,-0.0058795487049101425,0.029664073440796183,-0.004529000818338194,476,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,6,13,varimax,0.520153679815464,18,80,6,18,0.6768265881237939,0.4849548624348202,0.5,0.05030592766119742,217,792,-6015.839551620709,-27.722762910694513,-6015.839551620842,-27.722762910695124,13615.679103241684,16292.557807245728,1e-06,True,1.9641172442463883e-05,0,4752.0,-inf,10678.818403098163,-11853.636806196326,4207.63541782794,6.0,-12084.922389417789,-25469.31590943801,16694.657954719005,ok,,0.7310093989211238,0.054182810797329894,0.48115561833261933,-0.003799244102200894,0.518750993167011,0.01875099316701101,0.04551763308978585,-0.004788294571411569,526,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,6,10,varimax,0.42123712476920505,18,78,6,18,0.6359094395952842,0.47884345972229747,0.5172413793103449,0.061419060855820204,217,651,-6936.70329767964,-31.966374643684976,-6936.703297680843,-31.96637464369052,15175.406595361686,17375.719772516524,1e-06,True,1.5043563712957564e-05,0,3906.0,-inf,8392.024143510991,-8972.048287021982,4229.830775907052,6.0,-13145.888996609472,-24147.454882383667,15328.727441191833,ok,,0.685714643909355,0.04980520431407076,0.4429558409129723,-0.03588761880932517,0.49102177022088034,-0.026219609089464524,0.06398972538750931,0.0025706645316891097,808,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,5,13,varimax,0.48544456474836,27,84,5,27,0.6768265881237939,0.4849548624348202,0.5,0.05030592766119742,217,792,-6015.839551620709,-27.722762910694513,-6015.839551620842,-27.722762910695124,13615.679103241684,16292.557807245728,1e-06,True,1.9641172442463883e-05,0,3960.0,-4336115.786135015,8518.050946090352,-9116.101892180704,4268.291627839517,5.0,-12024.266179406211,-22731.78099542239,14533.890497711194,ok,,0.7096860587176687,0.03285947059387473,0.45081307015775135,-0.03414179227706887,0.4780708723979024,-0.021929127602097587,0.04757344197618448,-0.002732485685012935,469,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,4,25,varimax,0.48917805569139594,27,111,4,27,0.7713928996100389,0.5502007996239642,0.6551724137931034,0.018501243086042316,217,1266,-3999.1406018695325,-18.429219363454067,-3999.1406018687494,-18.429219363450457,10530.281203737499,14809.231253319722,1e-06,True,2.2911738720821084e-05,0,5064.0,-inf,11486.757838838523,-12845.515677677045,4270.284520651843,4.0,-10538.946732667879,-23375.796881414542,15485.898440707271,ok,,0.763321152823359,-0.008071746786679879,0.5017812091356372,-0.048419590488327,0.5838232957254091,-0.07134911806769428,0.01932672489754187,0.0008254818114995545,424,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,2,5,14,varimax,0.48544456474836,27,84,5,27,0.6897360460576764,0.498951862501812,0.5,0.04546045532017627,217,837,-5703.200651197694,-26.282030650680618,-5703.200651198334,-26.282030650683566,13080.401302396667,15909.375387310032,1e-06,True,9.950135546832328e-06,0,4185.0,-383051.82298239187,9113.909959393388,-9857.819918786776,4287.050505780047,5.0,-11622.324881529985,-22938.22122118344,14817.11061059172,ok,,0.7220443448671545,0.032308298809478164,0.457547914998985,-0.041403947502827,0.4610678531701891,-0.03893214682981089,0.04380600744919454,-0.0016544478709817345,470,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,6,9,varimax,0.42123712476920505,18,78,6,18,0.6351290291449264,0.4801385832921046,0.5172413793103449,0.061364648921486596,217,602,-7274.878026761015,-33.5247835334609,-7274.878026761995,-33.52478353346542,15753.75605352399,17788.454260355345,1e-06,True,2.3295922862098806e-05,0,3612.0,-798835.5921887005,7564.565374931801,-7905.1307498636015,4303.058491124539,6.0,-13485.395769230807,-23658.88680338759,14839.443401693796,ok,,0.6732310599212146,0.038102030776288154,0.4390511779897232,-0.04108740530238142,0.4851422215159702,-0.032099157794374666,0.06956744856971318,0.008202799648226587,807,ok,
services_value_added_per_worker_constant_2015_usd,1,4,29,varimax,0.6624373132383236,29,108,4,29,0.7877593282898177,0.557503795622521,0.6551724137931034,0.012581204109422072,217,1392,-3610.502324601493,-16.638259560375545,-3610.502324597148,-16.63825956035552,10005.004649194296,14709.821765322617,1e-06,True,3.1310727620637024e-06,0,5568.0,5510996.188005788,12817.923740386384,-14499.847480772769,4319.420983740511,4.0,-10390.400781582106,-24504.852129967065,16428.426064983534,ok,,0.7896498792646879,0.001890550974870231,0.5328359304815465,-0.02466786514097441,0.6022564754489116,-0.05291593834419184,0.011020015440582053,-0.0015611886688400196,143,ok,
services_value_added_per_worker_constant_2015_usd,1,5,24,varimax,0.657962178053516,26,100,5,26,0.7672528675233076,0.5448603700760719,0.6724137931034483,0.019597261503384967,217,1232,-4060.163172330609,-18.710429365578843,-4060.1631723302953,-18.710429365577397,10584.32634466059,14748.359884222438,1e-06,True,2.1043763503314494e-05,0,6160.0,-inf,14374.386297119414,-16428.772594238828,4391.395103570401,5.0,-10356.964780652037,-27013.09893889942,18434.54946944971,ok,,0.779805350164531,0.01255248264122344,0.520609874909603,-0.024250495166468933,0.5762752264420785,-0.09613856666136977,0.018183399558454813,-0.0014138619449301539,195,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,6,11,varimax,0.42123712476920505,18,78,6,18,0.6526629862001875,0.48765830136631194,0.5172413793103449,0.05893277839669161,217,699,-6505.193886896498,-29.977852013347917,-6505.1938868965135,-29.977852013347988,14408.387773793027,16770.93602391781,1e-06,True,9.8247824001918e-06,0,4194.0,-1029444.0712305914,9083.879946045392,-9779.759892090784,4395.529608657904,6.0,-12375.406415259906,-24188.14766588381,15589.073832941905,ok,,0.7060286299715315,0.05336564377134401,0.4583726124400478,-0.029285688926264153,0.4994438264738599,-0.017797552836484987,0.054939176868087,-0.003993601528604611,809,ok,
services_value_added_per_worker_constant_2015_usd | logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high | statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,3,6,12,varimax,0.42123712476920505,18,78,6,18,0.6714867862268051,0.4911327182007283,0.5344827586206896,0.052613181119927174,217,746,-6380.742177988173,-29.404341834046882,-6380.742177988816,-29.404341834049845,14253.484355977633,16774.887781718815,1e-06,True,2.5776176834413356e-05,0,4476.0,-inf,9830.723734198356,-10709.447468396713,4418.973086050384,6.0,-12355.91469566843,-24962.931824374347,16211.465912187174,ok,,0.7158964892110236,0.044409702984218424,0.4652372661329704,-0.025895452067757896,0.4977753058954394,-0.03670745272525022,0.04807391047091815,-0.004539270649009025,810,ok,
