country_name,iso3_country_code,world_bank_region,world_bank_income_group,observation_year,trade_in_services_percent_of_gdp,imports_of_goods_and_services_bop_current_usd,insurance_and_financial_services_percent_of_service_imports_bop,imports_of_goods_services_and_primary_income_bop_current_usd,transport_services_percent_of_service_imports_bop,travel_services_percent_of_service_imports_bop,foreign_direct_investment_net_outflows_percent_of_gdp,portfolio_investment_net_bop_current_usd,exports_of_goods_and_services_bop_current_usd,insurance_and_financial_services_percent_of_service_exports_bop,exports_of_goods_services_and_primary_income_bop_current_usd,transport_services_percent_of_service_exports_bop,travel_services_percent_of_service_exports_bop,foreign_direct_investment_net_inflows_percent_of_gdp,short_term_debt_percent_of_exports_of_goods_services_and_primary_income,net_oda_received_percent_of_imports_of_goods_services_and_primary_income,total_debt_service_percent_of_exports_of_goods_services_and_primary_income,debt_service_ppg_and_imf_only_percent_of_exports_of_goods_services_and_primary_income,public_and_publicly_guaranteed_debt_service_percent_of_exports_of_goods_services_and_primary_income,inflation_consumer_prices_annual_percent,net_investment_in_nonfinancial_assets_percent_of_gdp,taxes_on_goods_and_services_percent_of_revenue,taxes_on_goods_and_services_percent_value_added_of_industry_and_services,goods_and_services_expense_percent_of_expense,statistical_performance_indicators_spi_pillar_2_data_services_score_scale_0_100,logistics_performance_index_competence_and_quality_of_logistics_services_one_equals_low_to_five_equals_high,exports_of_goods_and_services_current_usd,exports_of_goods_and_services_constant_2015_usd,exports_of_goods_and_services_annual_percent_growth,exports_of_goods_and_services_percent_of_gdp,imports_of_goods_and_services_current_usd,imports_of_goods_and_services_constant_2015_usd,imports_of_goods_and_services_annual_percent_growth,imports_of_goods_and_services_percent_of_gdp,external_balance_on_goods_and_services_percent_of_gdp,services_value_added_per_worker_constant_2015_usd,services_value_added_current_usd,services_value_added_constant_2015_usd,services_value_added_annual_percent_growth,services_value_added_percent_of_gdp,inflation_gdp_deflator_annual_percent,inflation_gdp_deflator_linked_series_annual_percent,foreign_direct_investment_net_bop_percent_of_gdp
Netherlands,NLD,Europe & Central Asia,High income,2022,47.677561299611,915378310407.105,6.80393907889764,1307427782641.49,20.0072660497093,9.20604349558851,16.6236510867605,-223863668278.464,1007325746533.53,5.68568457059868,1387810015287.56,19.0188895733155,6.16677233339796,1.47701805979237,,,,,,10.0012078753473,1.68373414199754,26.758562285895,12.0322622084381,6.16548996728184,96.9,4.2,1009321846482.49,821817761855.182,4.41494914665994,96.4436215813729,917438087562.26,728569902676.728,4.3539486256004,87.6638626713087,8.7797589100642,79124.376381013,722859972402.727,645009502010.327,6.21545468156906,69.0713610110483,6.15557496508328,6.15557496508328,15.146633026968166
New Caledonia,NCL,East Asia & Pacific,High income,2022,,,,,,,0.592336611397022,,,,,,,7.23562598706021,,,,,,,,,,,,,1480256674.40388,,,15.3819770261451,3376896803.1219,,,35.0907717178188,-19.7087946916736,,,,,,3.84571493780663,3.84571493780663,
New Zealand,NZL,East Asia & Pacific,High income,2022,11.3197603436769,70763581165.7161,10.9901866476877,85779132621.6395,29.4850819065426,14.7878643661145,0.271516698541571,-5260981854.71202,57083302728.642,,63947869614.2123,14.4688280803887,32.558214850351,3.9304013825679,,,,,,7.17222476016441,2.72405255623034,27.8669551120823,10.6735285334221,13.8930145910731,92.6666666666667,3.7,60000634041.6989,47536663500.541,5.98586366200644,24.0473873191656,73427735097.3784,58683395332.8635,4.66642553071277,29.4287754464161,-5.3813881272505,72062.9958319543,168195411651.573,149594471272.183,4.28028860105223,67.4102911392727,5.89146876133546,5.89146876133546,-3.6588846840263347
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2022,17.0922486023775,10213000000.0,14.8224719101124,11525800000.0,63.3078651685393,11.2898876404494,0.123742213487539,-31206639.6057329,7869500000.0,0.487241954096679,7991100000.0,4.80189767918964,38.1843826131555,8.23239650343154,14.3076547659271,9.78174775388424,23.7166287332157,5.46451640322137,5.36036110047428,10.4674244465991,3.73424865228791,46.0712221806314,13.8394466620103,16.1091418057342,61.1,2.8,7800991076.62253,7196649637.50461,8.57852113651592,49.8957747358309,10249854373.9563,8406796073.08973,5.18885188275686,65.5589039770339,-15.663129241203,4436.02761354997,7248302605.35773,6774578672.87249,5.32116554923392,46.3607342274576,8.38532618616978,8.38532618616978,-8.108654289943953
Niger,NER,Sub-Saharan Africa,Low income,2022,10.3786459613418,4193618481.8911,0.882116901084046,4604696401.2011,62.4325231868261,7.8656297545588,0.0564970533574879,-259038295.939877,1376035625.17133,6.37440869553298,1562743743.42564,11.2794398249555,36.626800669919,6.25880834283465,2.72054139898868,44.4183746466894,18.1867206313038,18.0923353550098,16.5017538854265,4.22621791916392,,,,,61.1333333333333,,4075011586.07231,1579546757.71656,14.2217200275403,26.4030742163666,4075011586.07231,3829490247.16355,7.02381032898964,26.4030742163666,0.0,2868.01105574821,5319997419.96798,5111023593.44723,4.88715040180611,34.4696656054614,4.01899997944743,4.01899997944743,-6.202311289477165
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2022,3.66091143117404,77049238560.7612,6.01203072156842,91590683095.3389,46.745659523834,21.4772447701341,-0.0103660347123125,-3864707334.292,69091131276.4452,18.778438841909,70760003475.036,41.5916905630206,23.1671325227169,-0.0288727652154093,30.3872045562941,4.81373643369587,12.0372694275022,4.30265013776337,4.11610960198376,18.8471877843274,,,,,63.8333333333333,2.3,,,,,,,,,,6089.0118546613,331075925854.667,295470260415.238,3.64042389021742,51.174865760811,8.04664948506526,8.04664948506526,0.018506730503096876
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2022,29.2557513346116,13009315644.4271,2.52429808111975,13766499621.8103,33.3707326006722,18.9853689644777,1.22251732314005,-31071164.1890338,10123090825.09,0.137536438297958,10282174530.9184,24.6694047097392,19.7820682505893,6.13067578989693,30.2763582804303,1.63529787485101,10.5201770700092,3.41698116719887,3.3506032762238,14.2047173195833,1.39838323505914,39.4203761744119,14.5632617888698,6.67057955063158,87.7,3.2,10140779608.9458,8015554987.11407,10.6003329562282,72.785399542204,13007595537.6541,10834351375.5649,13.6002414472311,93.3619578376736,-20.5765582954696,16578.9085143989,7853273034.40042,6835087401.02035,5.80942822630961,56.3668315026394,8.87368732523663,8.87368732523663,-4.908158466756895
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,244000000.0,207483443.708609,323.913043478261,22.2627737226277,777000000.0,647681883.024251,5.92592592592594,70.8941605839416,-48.6313868613139,,,,,,2.80318995750133,2.80318995750133,
Norway,NOR,Europe & Central Asia,High income,2022,18.4609023362093,160648775697.006,4.24397983016326,205435299978.62,23.5401358840553,25.9979979322768,4.66550201605234,144036456879.558,323875101241.784,8.8268981923135,382865333009.951,45.278463967956,10.546369490642,2.39446435427431,,,,,,5.76412317852272,2.4041214707029,15.1353364749208,9.3671476479047,9.41143893310466,97.2333333333333,3.8,330944127589.495,167457104472.645,5.24944874846942,55.4998207714937,161654260206.293,142522475940.737,13.2593200298887,27.1096590646452,28.3901617068484,107829.596202957,249391245557.771,245929629609.357,4.91786020637971,41.8232815649309,28.4167851922932,28.4167851922932,2.0600987747180843
Oman,OMN,Middle East & North Africa,High income,2022,13.9764698385083,46681620975.8005,13.9846497417062,57009120230.7646,41.3185557992438,19.0428900412138,-0.277472631539073,1464499349.80494,69142058402.4569,2.43570174209573,70134353701.9759,33.5246226883514,42.1506279241669,6.25544528201825,,,,,,2.5061425061425,,,,,46.9333333333333,3.2,69482444733.42,44639346290.6815,9.14886766126435,63.2505019129513,46681404421.3264,37799191045.4325,7.58365463298118,42.4945073677033,20.7559945452479,35558.5589490864,46496488946.684,44034004561.2565,7.74503169409763,42.3261771279215,16.4963249993549,16.4963249993549,-6.532917913557332
Pakistan,PAK,South Asia,Lower middle income,2022,4.85678802851381,76593867000.0,7.10294424972795,82685867000.0,56.0942841646252,14.2805580842099,0.308623619595814,714000000.0,38966760000.0,4.04336407891366,39644760000.0,11.6464898795798,9.84819369715603,0.389980753542853,22.1173769244662,2.09655427226571,42.0463406568737,37.8110142339114,34.7517418324641,19.8738599646655,,,,,61.9333333333333,,39515650036.1059,44538303914.7951,6.65729388064977,10.5405902721041,84315688680.3991,106297130041.052,12.3742804487776,22.4907632059279,-11.9501729338238,7585.84613110611,195810052455.331,217743730211.538,6.69098053654329,52.2312939861803,13.9370112392938,13.9370112392938,-0.08135713394703813
Palau,PLW,East Asia & Pacific,High income,2022,39.2959243988241,219928000.0,6.73100435257487,240773000.0,34.2239538333632,33.4838530883719,,-12145000.0,36569000.0,2.31789040062661,60540000.0,9.14391807606394,72.4377012561283,30.4991067893894,,23.1234110853417,,,,12.3526638378124,,,,,59.6666666666667,,38204284.6679688,37833612.5363737,125.687386067561,15.6686150460648,218303802.490234,181797656.528709,7.46512856863271,89.5323201059559,-73.8637050598911,,187746752.929688,177756487.965642,1.26456249981597,77.0000439314685,3.82547947651585,3.82547947651585,-30.4991067893893
Panama,PAN,Latin America & Caribbean,High income,2022,27.1663109739252,32645803349.26,12.7556310756669,37732151764.8,55.1730962537359,18.1680585486056,0.245169799303356,-3299651829.05,35717347620.66,8.50179247859628,37805419879.69,54.4715766600345,30.8765591711329,3.2250848191713,,0.348322961686393,,,,2.85965128834711,,,,,65.7333333333333,3.0,36730407983.9939,36159441860.8315,22.427878880898,48.0265978333415,34758827459.4677,33015138467.7156,24.0457388090161,45.4486709835028,2.57792684983873,36059.6736411295,52121330082.7595,48836954971.6543,10.0936729909156,68.1508944718056,2.19590797053972,2.19590797053972,-2.9799150198679425
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2022,9.27627582753938,8568035567.56063,1.87662491851105,10501683386.9088,25.2255191878541,3.58650421437734,7.7607957921354,39162493.7400863,14861528438.9248,1.4852944076321,14932569207.6923,4.90383781806057,0.440570708031358,3.76981381554657,20.4071111783646,6.35600351991886,29.8346784082208,2.5181467165496,2.4735788166294,5.25323922215241,2.44618726941123,23.1604120051726,4.86430283975211,27.8973598729842,59.2,2.7,,,,,,,,,,6363.5575182727,12331416758.7796,11632940779.6087,6.29526005077511,38.9579007220385,15.0288208349687,15.0288208349687,3.9909819765888384
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2022,10.913602346947,17088118185.204,3.90285108499481,18638493646.5377,43.3199459838762,28.3844348306381,0.826879993858475,-100210574.017194,14970838103.2321,0.759727227863297,15157195573.3191,20.1485596090999,21.0755477147321,2.03844719825164,15.2800049824312,0.526737859637484,14.0824824747172,6.56590170674266,6.53774972425856,9.76556667164402,3.14028841756241,36.1276054888885,7.50698663513719,14.1151190105478,68.1666666666667,2.6,14418957277.4396,13166113237.8179,-1.06083236141183,34.3693845850532,16516240284.9989,15843606691.3882,9.44866464272913,39.3685204368034,-4.99913585175021,10581.9312164631,20029080458.8705,21363450685.19,1.50125169590021,47.7418134980514,8.05446050271048,8.05446050271048,-1.9148212702371674
Peru,PER,Latin America & Caribbean,Upper middle income,2022,7.71297744380509,69936380090.3011,8.15755234036767,89533557010.4848,45.3018583103826,16.6731940981165,-0.238677170381462,998251982.663918,71390473641.0848,4.85198330016881,73784706696.8947,31.3958934485621,44.0742433752108,4.55221582089149,14.2670445831603,0.927649934986025,9.58728638721785,3.12423362845211,3.45517464638413,8.33370630096231,,,,,87.3333333333333,2.7,70945282634.6397,51075364530.935,4.43993341153497,28.8318607701975,70042848042.8955,56875875816.3931,3.56845954308216,28.4651151947746,0.366745575422854,11829.6395205658,122293576235.385,122385989151.325,3.63418852594171,49.6995886430732,4.51339413730388,4.51339413730388,-4.790892991272946
Philippines,PHL,East Asia & Pacific,Lower middle income,2022,16.4085100782592,152638052568.003,11.8468095911223,160713694286.241,26.3798901662147,19.4943841089462,0.954928174452084,-1683741735.14855,98832118579.7386,0.83481842330844,111856458052.247,6.53547281008966,10.1498886680503,2.3475097233369,14.8576106282905,1.00402639446662,8.58795403356421,4.96417306813556,4.92021014524644,5.82115811213955,4.64176127230643,25.8630210739197,4.60018280307625,21.4551804111324,92.6666666666667,3.3,114785414693.615,123283900181.489,10.9593266288208,28.3874015457939,178086451580.466,158485006930.492,14.0166250852395,44.042282064966,-15.6548805191721,8810.70779063496,247573405336.259,249346878163.402,9.22899378986746,61.2269920189689,5.48864820202009,5.48864820202009,-1.3925815488848112
Poland,POL,Europe & Central Asia,High income,2022,21.9853877945801,421765000000.0,4.98106258035373,469901000000.0,26.1631745369888,14.1613676639216,1.81179767723624,-2461000000.0,436388000000.0,2.17249984272443,457034000000.0,29.4294042401493,15.1267641076184,6.00626096603428,,,,,,14.4294507575758,1.97574858506539,35.5710568386031,13.9187917143482,7.83971985223565,97.3,3.6,433728761282.735,361109563602.6,7.40565016437485,62.3525162455456,422016820864.164,344545934474.068,6.79996839006334,60.6688166147992,1.68369963074641,34623.3813771447,398038625545.336,373936982846.508,5.17815485678787,57.2217295257752,10.689577427514,10.689577427514,-4.1944632887980475
Portugal,PRT,Europe & Central Asia,High income,2022,27.8011613211739,132193282177.936,5.95904174973161,149734357160.769,31.361858067266,23.5414637764738,2.11209863543316,6935696766.23368,126953267624.635,1.24731313173338,139980136004.059,20.6484564529176,46.9466032827163,5.08368921917481,,,,,,7.83269124233323,1.26447235109211,31.7877880404884,14.6431081437784,9.13479836375315,96.8666666666667,3.6,127117787016.907,106869044705.798,17.1528640579488,49.4816822004506,133285364418.514,110000414213.855,11.2655645093148,51.8824642789839,-2.40078207853327,42720.3941574426,170049896564.995,151501992150.401,8.96149966938404,66.1933718129425,5.32750036102243,5.32749909841736,-2.971193338118928
Qatar,QAT,Middle East & North Africa,High income,2022,30.4309414416619,74520054945.0549,10.3296011149751,96992582417.5823,33.0143861271366,29.9019706380954,1.01132657794685,12148626373.6263,161692857142.857,5.97759519360576,175876648351.648,62.7057424609522,23.6341203923076,0.0322850595933247,,,,,,4.99527553740761,,,,,63.4333333333333,3.9,161692857142.857,,,68.5984088244276,74520054945.0549,,,31.6152320211846,36.983176803243,72623.625284103,90845879120.8791,84706691975.4402,6.47099627416567,38.541484553289,25.8768797487373,25.8768797487373,0.97904151835353
Romania,ROU,Europe & Central Asia,High income,2022,21.6121509496462,149208774801.948,2.41352649627922,165807525914.602,19.2988752174816,30.8276095268368,0.736330590087305,-5245548403.1037,129285687128.267,1.2044788879602,136972714342.573,27.6198783578878,12.0514949500733,3.88647349252643,,,,,,13.7954887432521,2.14827557432202,32.4331499179457,11.6923340583857,8.79494207521664,94.2,3.3,128502658113.779,114004845206.14,9.30711548485901,43.5131053942163,148948922624.094,137012529479.007,9.25137438767554,50.4365455441284,-6.92344014991213,30272.1529714119,178354603575.79,134539379667.637,9.83368840337455,60.3937908900332,12.051275290788,12.051275290788,-3.1502158958393767
Russian Federation,RUS,Europe & Central Asia,High income,2022,5.22235541577499,347384249451.691,3.27856305443333,433671343660.286,19.8694180719875,29.3384080337399,-0.571057314490557,21211474422.9025,640878288687.493,3.40090577406527,680031134786.262,30.9319557479949,11.4836923789117,-1.73680981421063,9.64161736809416,,14.9742398829144,,6.67828654164108,13.7436797398232,1.04825495242864,21.6956240983234,8.41939863633449,,87.8666666666667,2.6,635241831700.755,384246846207.995,-13.8867776512648,27.7203033526803,345173687961.946,300654374844.465,-14.9900097681862,15.0624830768008,12.6578202758795,17613.734048438,1263365970409.96,845460184337.905,-1.39397356276018,55.130009073009,18.1846892616618,18.1846892616618,1.1657524997200737
Rwanda,RWA,Sub-Saharan Africa,Low income,2022,13.1977971728891,4974272953.04699,1.96015803757272,5265667122.22251,52.3189965584209,31.0865127224209,7.50967189282577e-06,56911851.5192726,2995482090.91907,1.94972103630128,3037543706.38277,26.3507820620628,45.2977649271606,2.29121488787355,12.3911316999029,20.4246465171623,11.4916966088178,6.66996367638101,5.47244265327628,17.6892095588153,10.2187578117253,24.6070542797501,9.3953493232886,26.4672234525601,71.1333333333333,3.0,2993214861.51281,2884575888.03863,29.3507975055999,22.4780615146911,5148962370.19541,4616127590.06719,17.8689872800739,38.667017988674,-16.1889564739829,5190.20464016851,6187828219.76684,6769882056.07603,12.167274087396,46.4685596596172,15.8113142236803,15.8113142236803,-2.291214887873551
Samoa,WSM,East Asia & Pacific,Lower middle income,2022,27.3309065122301,512021072.915367,12.4140855468485,545475457.619783,42.560669854998,3.87805058588292,-0.0100140113063629,11125748.037988,175377319.857161,4.6881392034179,191557388.672167,12.3749602939096,42.4802908029509,0.539647016745273,37.2206994959729,23.458403022595,20.5129930369056,18.8320346451044,17.7771225302509,10.9618822286844,1.69591258685545,38.4395861481129,18.3594850880729,43.171825219098,63.0,,102172238.507968,106566510.020366,-2.94943609791338,11.4857734041295,439102052.456922,439671615.44115,1.50638848890456,49.3620062500154,-37.8762328458859,21459.2205478802,642399326.93998,661974035.461007,4.39507411956484,72.2158309531651,2.54322656126371,2.54322656126371,-0.5496610280516383
San Marino,SMR,Europe & Central Asia,High income,2022,108.530561839456,3170856298.60225,2.25270317148547,3446676719.19435,37.7151953703722,23.1951578636779,3.58661031433868,667148506.862693,3581751445.97281,1.78471984370713,3699527768.04583,5.58247557816557,32.4468933107059,3.92890134686182,,,,,,5.32545321311365,1.6548397025454,18.5986025739278,8.96621325031498,31.6687905745422,60.7,,3611090151.23087,3434922231.66989,15.5661126924329,197.412351319317,3164970422.72157,3010566563.63962,18.0416959860576,173.023720494097,24.3886308252196,,1007566054.78044,953395659.145149,5.18035853943391,55.0819768141029,2.7646735234789,2.7646735234789,-0.34229097495470645
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2022,43.0647326699478,325426046.45749,1.12071078381951,257983143.777211,14.7738723730338,9.70500672450589,0.0288394942106788,137182.578163772,94072450.5542477,0.0024971585634131,127048773.371089,3.1322099263735,61.7848771632914,10.2819916432401,5.25020503780627,21.3851469732202,7.19702079752916,7.19342120423775,5.46804130072841,18.0056351122841,,,,,61.0333333333333,,,,,,,,,,,12158.5156496133,425027986.272024,233017952.424839,0.54447529360732,78.5910726252264,15.7806509935932,15.7806509935932,-10.253152149029471
Saudi Arabia,SAU,Middle East & North Africa,High income,2022,10.9598624248953,269271718653.863,6.29910847710192,286608929100.176,24.1648643956772,16.7072926895101,2.14122271197559,35843610194.3714,451765516882.535,3.54655942564141,477703910615.812,14.3559165465626,62.1507015634077,2.1556449627378,,,,,,2.47407371925372,3.08754343669644,19.8283118054466,5.79840966760349,25.2834220886187,88.3666666666667,3.3,445881333333.333,254416738479.57,19.4538456033534,35.9850098955522,258212800000.0,222345864422.539,12.1535524452539,20.839154879381,15.1458550161712,38965.7655711905,498190666666.667,456583304549.864,7.90189383562208,40.2066530479076,12.5832067060847,12.5832067060847,-0.014422250762205078
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2022,19.1694867733836,14697565624.8061,7.47781946960334,16135049452.8028,35.626663834459,4.28036364748028,0.252328610867105,-442926003.658703,7417917734.81192,2.94183570015753,7960291098.13964,13.4392295672222,37.4261572938154,10.5411241953817,45.4222585006347,9.01500907158565,18.0771808789291,13.8789530945625,11.3010703014396,9.69681899081073,5.56740214653987,40.8021485418072,12.6271752096681,21.8921806649955,82.1,,7417917497.04587,6213272407.38626,3.69041765336773,26.6991642240508,14697565401.071,12980469305.1306,14.44910516169,52.9006574275324,-26.2014932034816,5239.87310109801,13835111479.8934,13025660091.7524,5.13787999675151,49.7964440298548,9.34702182614319,9.34702182614319,-10.288795584514588
Serbia,SRB,Europe & Central Asia,Upper middle income,2022,31.0793224668125,47394981141.2718,2.78313303865801,51314762673.0519,29.9577678261142,26.6836355342886,0.167850060527366,30525171.7340502,39904670971.595,1.07119353322379,40690257781.6804,17.7596844518236,22.2236417241937,6.90354140371273,6.29297070010908,0.996617957976345,15.0028349988691,3.76889887384898,4.68755064402355,11.9815117344703,6.62605816395802,40.8801328906148,20.0719312127795,12.6507925469075,74.9333333333333,2.7,40579106356.8943,33702404688.2646,17.0313185618957,60.7381674989747,47552026633.7619,38881650189.0339,16.0568747169098,71.1751247845415,-10.4369572855669,18180.2654090053,36260454445.8888,28874127816.5526,4.17269727263306,54.2740773134141,10.4583041504024,10.4583041504024,-6.735691343185387
Seychelles,SYC,Sub-Saharan Africa,High income,2022,133.198426924704,2297895032.43474,2.77919242291395,2393449422.32536,23.4575437696768,5.26455226330634,-1.80965175443903,3629260.59596389,2247109385.23092,,2266777144.53315,10.8753322353482,55.5263249410658,9.40509377025538,,,,,,2.6260363285129,,,,,44.2333333333333,,1818966306.17899,1714692144.3187,26.6407543776201,90.1216033127767,2012397151.36384,1898073585.79944,8.64529945398931,99.7052321238143,-9.58362881103755,,1383366901.85769,1327786330.4646,13.756949836385,68.5396110646681,1.56989645594349,1.56989645594349,-11.214745524694436
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2022,4.37873995570905,2074401283.99884,10.0662433832566,2144603914.65615,70.0270000806625,6.22009302873418,,,1202412010.58758,-23.7214071161572,1205624987.35762,31.6955073925081,86.8017391946361,2.03619504430889,13.4063246610578,24.2117621523148,10.0246496271522,9.45827522146694,5.57497106519928,27.2082883814653,,,,,65.7333333333333,,1194958861.84775,1135345079.02869,8.98836597889827,16.7804780182578,2013408070.10153,2656827906.92532,15.8175124635053,28.2737347207741,-11.4932567025163,3617.66083820972,2999815196.03451,4045475761.75908,5.36090303098062,42.1255781793652,26.9574530937472,26.9574530937472,-2.036195044308891
Singapore,SGP,East Asia & Pacific,High income,2022,125.006424804742,744363829787.233,6.6974688433538,1008309284332.69,37.6562721543433,5.26384753411461,11.8537102479729,61746760154.7388,947355174081.237,14.4338469063341,1109327901353.96,40.5068022525019,3.35752220517076,29.414237864711,,,,,,6.13095418919732,-0.449113207520283,20.1689926683294,3.3567574443574,32.0154749381963,100.0,4.4,947354945030.236,728465877475.315,4.92272330359252,186.114290787201,744363649815.365,616303965959.304,5.84750196377068,146.235276967639,39.8790138195618,92399.8214972856,364463935090.925,262975897441.493,4.90482227726289,71.6014067935171,14.9214101290688,14.9214101290688,-17.560527616738117
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,2022,87.9427319288101,1320364869.31844,2.72353955437868,1382445932.26816,20.7006324128939,21.6681543465328,0.115704647119696,34966831.5139665,1374843379.18436,0.0222074416584297,1390227569.55308,7.62538961152791,82.071296310145,1.0725730154733,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33625987708514,3.33625987708514,
Slovak Republic,SVK,Europe & Central Asia,High income,2022,22.0628082569536,121472808984.258,3.62029908881036,129077950300.668,35.8558013513008,17.8190466823248,1.76698213946475,1874566606.08092,114519404368.502,2.27198296041704,118828102081.36,38.8724671495011,10.2428794538706,4.16872005912019,,,,,,12.7741463637611,1.89163437947576,30.3723342698392,13.6354292471804,9.66221562975779,94.4666666666667,3.4,114713195239.543,100116255598.281,2.76875182987904,99.0674933921507,121569681272.411,98928434504.0511,4.12797276521582,104.988825139001,-5.9213317468499,39110.5279340789,70198829566.3271,63138728626.9162,1.98976344683217,60.6244300812706,7.33387458944816,7.48889900247143,-2.401737000210709
Slovenia,SVN,Europe & Central Asia,High income,2022,32.8414123355375,55158394487.6286,3.22485216560109,58709205566.9235,25.481107233797,22.4451991283349,1.3880392371997,-111137674.510822,56510488723.9995,3.06169335240997,58782904723.6928,30.9159392525313,26.5296004368852,3.64010857871706,,,,,,8.83369886749452,3.49582136586288,31.5861782064517,15.5231466799113,10.7594327657859,97.5333333333333,3.3,56494607281.7259,48773533336.6073,7.43736329855709,94.3162594247263,55305344696.1539,45952159345.7096,9.25494178010911,92.3308168499054,1.98544257482095,45279.8359534258,34843483948.2492,30159251202.6605,4.23882085266567,58.1702790663945,6.47825402744266,6.51714978292448,-2.2520693415173656
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2022,19.6963022578562,764641230.056016,3.83566302540344,821376772.673723,31.2608149046924,15.2272640012955,0.160399477505541,-2359385.47675812,411359144.174845,3.58412810232212,478681039.867653,39.7197661950938,7.48601604176675,2.77627597762606,12.3980260459884,30.8654462701759,2.41318290007763,1.49043902009834,1.27069626607348,5.51812928576938,3.99145599682742,19.047669640479,8.32006619796939,38.502317044301,59.2666666666667,2.9,412603523.327549,480289901.178749,-1.89076259692986,28.1319766413802,684987594.696236,786763193.828486,17.9445112212385,46.7035638916056,-18.5715872502254,3760.5582513274,715469804.026991,742234417.443345,-0.147930339840798,48.781890305192,-1.87467152136901,-1.87467152136901,-2.6158765001205158
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2022,7.66597422698359,127866256200.046,4.51339381714502,147874321516.84,43.7176143729301,12.0669190349025,0.582595080538106,4188420407.93908,136876171263.964,9.84317175633036,148245918909.924,13.5300444755096,36.8805178872539,2.26670277731613,28.9714552115909,0.696466768028561,18.6241594461537,9.38630905046893,9.22733174834418,7.03987272546482,0.65246781815188,32.6277513208926,11.0994040894525,9.01368379563931,86.2,3.8,136705431596.872,99413423129.7105,7.75563727934718,33.5394403164272,128016518313.047,105920048726.737,14.9744349757014,31.4076940859128,2.13174623051444,20119.3673703565,253818048994.449,242175404041.612,3.36323619796109,62.2719610043357,5.24096669630933,5.24096669630933,-1.6841076967780289
South Sudan,SSD,Sub-Saharan Africa,Low income,2022,60.2322928101023,6401881300.0,2.27539005233916,7063981300.0,49.4404411119182,0.708244680580615,,1900000.0,5811003000.0,9.55155232890586,6078303000.0,3.05753138981754,0.696960606940832,,,29.4164863892866,,,,-6.68732094212668,,,,,37.7666666666667,,,,,,,,,,,,,,,,,,
Spain,ESP,Europe & Central Asia,High income,2022,17.3970110505355,561229559139.99,5.64989567297635,637109266787.947,19.616657227704,24.7902168067961,4.7433173339625,31713269750.0004,573337884934.525,3.44909097672289,656482516363.624,12.6068286755226,44.0197872204958,4.65609043363165,,,,,,8.39057634118627,0.93308708788593,25.3047880621765,9.18991058102694,2.56828465651995,91.2,3.9,574783432054.477,480940787910.922,14.2232675614554,39.6716824276836,562067869749.029,442571827187.617,7.73164077664741,38.7940514426218,0.877630985061739,60272.5791401985,979446856618.681,941033630300.497,8.4315631586402,67.6016434775846,4.69383953106939,4.71187421007816,0.08722690033084889
Sri Lanka,LKA,South Asia,Lower middle income,2022,5.41524021780269,19243716668.6469,13.9410077417434,21380085206.8157,34.9208513815095,25.5719652526357,0.0204113525419149,-369632420.402598,16168761980.1984,3.60724912359563,16435247736.7795,22.0698236537407,37.1061048655361,1.19249322228342,52.2631622173718,0.0573270884293573,20.2896271246193,13.3368014739126,12.2605072157851,49.7211021114327,1.8514649341352,43.3709230548314,4.17560522831134,4.78624312080147,82.0333333333333,2.7,15984910764.845,17441112632.5339,9.77636323578707,21.5595624620967,18626984758.3948,17444830940.2151,-19.8710200745859,25.1230455575852,-3.56348309548849,13870.243112804,42310850524.4407,53094030842.4192,-2.60730650730602,57.0665321893625,47.4638848208271,47.4638848208271,-1.1720818697415127
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2022,75.3843759670321,606855750.0,16.2430812716361,663517341.481481,26.5811581253608,15.9204865683211,-0.771304710437532,100427809.629629,542982919.629629,3.48316960900634,569579005.185184,2.59062310301901,58.3175313529577,4.1869384420309,,,,,,2.66817533111249,,,,,66.6666666666667,,,,,,,,,,,,638888888.888889,638130966.655828,10.9662015966575,65.0977787505755,3.45975195657428,3.45975195657428,-5.167252647309666
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2022,68.6754240648312,1199574739.25925,7.93297749931499,1441055715.18517,28.3689652536469,11.0080018599575,-0.769468944703278,78632574.4444444,1289665615.55555,0.64674677919354,1329571213.7037,1.00400613090389,93.8825342037103,2.47761444857422,7.33349210595419,2.31815669674764,3.88133907143239,3.71256285419248,3.66606117804101,6.37814695133351,,,,,69.7333333333333,,,,,,,,,,,23335.6181603453,1817592592.59259,1438057469.13128,23.4921045041581,77.5848848992859,4.21907942448767,4.21907942448767,-3.3021120162900637
