"","rgdpe","rgdpo","pop","emp","avh","hc","ccon","cda","cgdpe","cgdpo","cn","ck","ctfp","cwtfp","rgdpna","rconna","rdana","rnna","rkna","rtfpna","rwtfpna","labsh","irr","delta","xr","pl_con","pl_da","pl_gdpo","i_cig","i_xm","i_xr","i_outlier","i_irr","csh_c","csh_i","csh_g","csh_x","csh_m","csh_r","pl_c","pl_i","pl_g","pl_x","pl_m","pl_n","pl_k"
"Italy",2941964.75,2977718.75,59.619115,25.8017635345459,1691.25,3.23505067825317,2070302.875,3012519.25,2958696.25,2989869.5,19917532,0.186469420790672,0.787011504173279,0.743126332759857,2982547.75,2065671.625,2978772,19798390,1.02232313156128,1.00825369358063,1.01727497577667,0.518774628639221,0.0790380164980888,0.0383988618850708,0.949623753156941,0.782797634601593,0.710784673690796,0.703373849391937,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.536661446094513,0.315136313438416,0.155777752399445,0.351375252008438,-0.353658080101013,-0.00529268104583025,0.763874307068425,0.552552887402871,0.847989290435217,0.599068641662598,0.620855569839478,0.437479823827744,0.492393761873245
"Jamaica",27352.494140625,26980.91015625,2.839144,1.26543605327606,1959.09,2.64683246612549,27972.5078125,32685.494140625,27464.27734375,26603.32421875,165258.015625,0.0012261375086382,0.385641485452652,0.444024741649628,27636.802734375,27932.12890625,32565.7734375,163874.65625,1.0085711479187,0.999762892723084,0.97534304857254,0.608830451965332,0.0352305322885513,0.0311809480190277,153.426816475659,0.581596910953522,0.622545421123505,0.642692744731903,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.830165445804596,0.177157834172249,0.221301153302193,0.533468425273895,-0.76209282875061,1.45883634061761e-08,0.625996550299462,0.865583089953744,0.415040818042647,0.453766196966171,0.477962523698807,0.615406334400177,0.494878172874451
"Jordan",97078.375,104495.7734375,11.256263,2.52050447463989,2481.04,2.88985562324524,98499.640625,116193.3515625,97481.703125,103057.2421875,729392.125,0.00501153897494078,0.459776073694229,0.485795438289642,110960.1953125,98369.046875,115757.2421875,728216.1875,1.0171959400177,0.980774819850922,0.95627361536026,0.493224442005157,0.125681966543198,0.0256648678332567,0.71,0.496946752071381,0.499102741479874,0.472100585699081,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.754475653171539,0.171688184142113,0.201300337910652,0.171363532543182,-0.435125589370728,0.136297851800919,0.520661903571654,0.511104825533046,0.408062142615351,0.598320305347443,0.591775059700012,0.224351719021797,0.446365654468536
"Japan",5243242.5,5390744.5,124.997578,67.6910705566406,1652.13,3.63912701606751,4002521,5468181,5270012.5,5407916.5,29963070,0.33799734711647,0.640356779098511,0.606790721416473,5431488,3999147.75,5443301.5,29845872,1.00881493091583,0.997666299343109,1.00260019302368,0.587487876415253,0.033485759049654,0.0413820780813694,131.498140443764,0.820679187774658,0.807666122913361,0.787070393562317,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.499443501234055,0.27102118730545,0.240679055452347,0.237660974264145,-0.241872861981392,-0.00693180272355676,0.875813641703979,0.772129411628504,0.706267261236669,0.563226759433746,0.653225183486939,0.804533243179321,0.471302926540375
"Kazakhstan",700118.0625,650495.0625,20.034609,9.23594284057617,1976.01,3.40691876411438,448237.84375,596993.8125,703071,659167.875,2158739.5,0.0334816575050354,0.594041764736176,0.504191339015961,651011.6875,447816.1875,594163.1875,2150608.5,1.03920781612396,0.996022522449493,0.987589240074158,0.373419225215912,0.134876132011414,0.0639905780553818,460.165,0.301523804664612,0.320730537176132,0.342092424631119,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.508991897106171,0.225672364234924,0.171013668179512,0.232706174254417,-0.125634893774986,-0.0127492416650057,0.332265920753926,0.378605030761744,0.21002534897794,0.532857239246368,0.541441142559052,0.236280038952827,0.382862418889999
"Kenya",291565.5625,297434.46875,54.252461,19.3525238037109,2031.12,2.57906222343445,266009.15625,313102.53125,292741.75,296470.09375,690621.8125,0.00621086545288563,0.487127780914307,0.482117414474487,298580.34375,265790.125,311539.40625,686803.4375,1.04940247535706,0.98286110162735,0.9613116979599,0.540175199508667,0.196559235453606,0.0522731319069862,117.865989201683,0.378189831972122,0.390955418348312,0.386038899421692,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.784691452980042,0.158847004175186,0.11256317794323,0.0414205119013786,-0.147238805890083,0.049716629087925,0.372355883232841,0.463062494264773,0.418858972242484,0.578113675117493,0.475337535142899,0.301146477460861,0.768750429153442
"Kyrgyzstan",43315.55859375,58746.4609375,6.955788,3.059330701828,1826.31,3.51862478256226,46831.84765625,61473.54296875,43563.6015625,58356.69140625,224953.890625,0.00205804337747395,0.414574086666107,0.409264594316483,51063.34375,47410.73828125,62278.1953125,224546.78125,1.09137177467346,1.00432395935059,1.13981676101685,0.399924725294113,0.14945051074028,0.0362708456814289,84.1162225704045,0.273294627666473,0.278556644916534,0.207944139838219,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.588251292705536,0.250900030136108,0.214259073138237,0.0555335357785225,-0.272026240825653,0.163082286715508,0.31350030275088,0.295387433507299,0.16290937814149,0.709850311279297,0.583851218223572,0.149864912033081,0.32101234793663
"Cambodia",102844.25,104305.4765625,17.201724,9.01848030090332,2382.9,2.02220344543457,71075.59375,105007.5859375,103482.796875,103807.65625,488534.5,NA,NA,NA,107138.1484375,71056.8203125,104474.0234375,486420,NA,NA,NA,NA,NA,0.0421512275934219,4102.03786482335,0.370920389890671,0.382822871208191,0.381624847650528,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.608952879905701,0.326873660087585,0.0757325813174248,0.316568702459335,-0.463988661766052,0.135860875248909,0.379722511520657,0.40775445127822,0.300144039568995,0.640471398830414,0.560841739177704,0.220636412501335,NA
"Saint Kitts and Nevis",1459.52075195313,1163.38110351563,0.046709,NA,NA,NA,1282.89855957031,1734.34033203125,1467.76843261719,1135.36682128906,12576.986328125,NA,NA,NA,1163.74914550781,1281.87561035156,1726.28723144531,12596.146484375,NA,NA,NA,NA,NA,0.0325061082839966,2.7,0.666720688343048,0.668654203414917,0.864416301250458,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.718602776527405,0.397617518901825,0.411339163780212,0.646620094776154,-1.17358446121216,-0.000594912213273346,0.818325758694986,0.674148961659947,0.401869175023545,0.491792976856232,0.404301285743713,0.499082744121552,NA
"Republic of Korea",2669096,2869278.75,51.782512,28.1217231750488,1881.03,3.83590793609619,1700060.875,2686041,2686163.75,2887701.25,14497455,0.162035301327705,0.686116337776184,0.598084092140198,2872256.25,1698371,2672612.25,14436004,1.03762829303741,0.99735951423645,0.997855424880981,0.545923173427582,0.0685677826404572,0.0528405494987965,1291.44666666667,0.705641984939575,0.669863522052765,0.623112678527832,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.402619808912277,0.341441184282303,0.186104834079742,0.497845858335495,-0.428011655807495,-4.30332995904337e-08,0.758841920414166,0.608173049357222,0.590549144667374,0.566918432712555,0.659350037574768,0.473160356283188,0.457479566335678
"Kuwait",281290.0625,280052.5625,4.589511,2.78090047836304,2323.76,2.28043651580811,140014.71875,197871.046875,282297.71875,290460.40625,880748.0625,0.0100274262949824,0.926820933818817,0.591691315174103,270895.5,139707.75,193694.578125,875761.5625,1.04131972789764,0.983983635902405,1.01344680786133,0.249492630362511,0.199309751391411,0.0609416030347347,0.306250154417754,0.698959350585938,0.651582002639771,0.633270978927612,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.330901294946671,0.199188321828842,0.151142790913582,0.568521022796631,-0.201125591993332,-0.0486278906464577,0.622064107412147,0.53692691537231,0.867308273546474,0.59069949388504,0.574955880641937,0.327697962522507,1.24903643131256
"Lao People's DR",61943.38671875,60254.99609375,7.559007,4.30452156066895,NA,1.99372756481171,40128.16015625,56406.06640625,62253.51171875,60888.53125,253199.96875,0.00255010486580431,0.429202854633331,0.372612118721008,60286.4453125,41022.37890625,56193.6640625,250984.453125,1.0639580488205,0.98422247171402,0.981749057769775,0.397631108760834,0.15767864882946,0.0490473546087742,14035.2266926512,0.222698122262955,0.246765479445457,0.252297401428223,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.457005769014359,0.267339438199997,0.202037245035172,0.397990196943283,-0.32437264919281,1.18408231239226e-16,0.254437158433732,0.306096122160162,0.150904797688733,0.351033598184586,0.357643395662308,0.170690581202507,0.329219788312912
"Lebanon",62240.953125,75134.2421875,5.744489,1.80754995346069,2414.6,NA,91604.6484375,99702.546875,62519.38671875,73715.0703125,491755.34375,0.00374454981647432,NA,NA,75203.8359375,91838.0078125,98312.4140625,489355.46875,1.00972998142242,NA,NA,0.444517523050308,0.047037910670042,0.0335020609200001,24542.8789985044,0.402805596590042,0.427011758089066,0.36215814948082,"Extrapolated","Extrapolated","Estimated","Regular","Regular",1.10639071464539,0.109853990375996,0.136294811964035,0.0573892183601856,-0.451343178749085,0.0414144732058048,0.405297674565745,0.700835649579422,0.382575777398925,0.631312251091003,0.590728402137756,0.375402450561523,0.359301060438156
"Liberia",8842.3818359375,9075.23046875,5.373294,1.1756979227066,NA,2.01191449165344,9236.3017578125,10745.603515625,8878.9365234375,9037.5068359375,21426.357421875,NA,NA,NA,9436.623046875,9216.689453125,10701.9501953125,21343.939453125,NA,NA,NA,NA,NA,0.0530219040811062,1,0.51397031545639,0.513770580291748,0.504756152629852,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.857230305671692,0.167004182934761,0.164766326546669,0.148017004132271,-0.300311952829361,-0.0367058888077736,0.534251170021507,0.51254863041197,0.408454876139582,0.777769982814789,0.675008952617645,0.373708337545395,NA
"Saint Lucia",4001.13720703125,4044.41577148438,0.178781,0.0891930013895035,NA,NA,3036.578125,3844.40185546875,4018.78662109375,3956.8154296875,19722.892578125,NA,NA,NA,4069.94897460938,3032.43920898438,3831.29272460938,19632.900390625,NA,NA,NA,NA,NA,0.0368468724191189,2.7,0.5756875872612,0.582940816879273,0.592070817947388,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.620034337043762,0.204160079360008,0.147395476698875,0.0531550943851471,-0.351350098848343,0.32660511136055,0.607094787846274,0.610205498425658,0.443570078973218,0.495532661676407,0.552218675613403,0.436660170555115,NA
"Sri Lanka",287845.8125,302217.90625,22.834965,8.14756107330322,2052.45,2.93261384963989,242867.875,299586.84375,289278.6875,302677.21875,1099342.625,0.00915021914988756,0.619885265827179,0.574987709522247,299536.78125,242206.953125,286658.9375,1087758.375,1.00504899024963,0.905452072620392,0.84183406829834,0.431540757417679,0.121637411415577,0.0647483989596367,322.632674256475,0.23020526766777,0.257833123207092,0.246419727802277,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.652138113975525,0.187390938401222,0.150260791182518,0.06788170337677,-0.100231565535069,0.042559988796711,0.256124917462264,0.376134301010678,0.117712937166178,0.481420159339905,0.518281280994415,0.209858417510986,0.420393705368042
"Lesotho",5562.75830078125,5239.9296875,2.28611,0.507785618305206,NA,2.06925773620605,6818.234375,8355.2099609375,5593.9619140625,5050.7197265625,25951.59765625,0.000271592318313196,0.280452579259872,0.434778183698654,5287.6005859375,6809.47314453125,8337.291015625,25806.958984375,1.04631984233856,0.991716504096985,0.987497866153717,0.661128878593445,0.040523711591959,0.0425801686942577,16.3558534845,0.421327382326126,0.420986235141754,0.466266483068466,"Extrapolated","Extrapolated","Market-based","Regular","Regular",1.01500928401947,0.304308176040649,0.334943652153015,0.381188452243805,-1.03544962406158,-9.68385194255461e-09,0.398607134203828,0.419472875925618,0.490178521251667,0.568862020969391,0.431694984436035,0.325440734624863,0.266586184501648
"Lithuania",122797.8828125,118125.6328125,2.816919,1.49215459823608,1624.95,3.38969135284424,96247.0546875,125930.171875,123349.796875,117334.171875,512048.53125,0.00494175683706999,0.789972722530365,0.794550657272339,119402.1015625,96174.3984375,125453.0078125,508500.75,1.05013763904572,0.972163021564484,0.970630884170532,0.550656616687775,0.11150611191988,0.0457553789019585,0.949623753156941,0.546269953250885,0.575873553752899,0.605398118495941,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.58758556842804,0.252979308366776,0.232695907354355,0.93621814250946,-1.00947892665863,1.48245957731774e-08,0.588230951624602,0.67186274468977,0.440313250861361,0.561155080795288,0.532975912094116,0.396849483251572,0.585997462272644
"Luxembourg",81348.25,63630.3125,0.653313,0.49956887960434,1458.99,3.42416930198669,34102.6953125,53891.65234375,81706.921875,62683.3359375,315263.59375,0.00303701008670032,0.936615467071533,0.754631340503693,65874.0390625,34071.86328125,54252.0625,314336.03125,1.02409183979034,0.982728779315949,0.958527207374573,0.460454404354095,0.172474309802055,0.045195035636425,0.949623753156941,1.15418243408203,0.999203026294708,1.30244839191437,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.370568603277206,0.315697222948074,0.173478603363037,0.48093181848526,-0.792519211769104,0.451842933893204,1.07455027223225,0.732123918302138,1.32428510308948,0.581998765468597,0.536283135414124,0.648850917816162,1.3159145116806
"Latvia",67110.5625,63486.9453125,1.881063,0.905080258846283,1630.32,3.19528985023499,54385.33984375,70723.9375,67428.1953125,62736.421875,511160.53125,0.00431868806481361,0.617434084415436,0.652290940284729,64043.48828125,54444.984375,70529.4375,508123.28125,1.01823794841766,0.996461510658264,0.989037036895752,0.60222327709198,0.0329882875084877,0.0313610732555389,0.949623753156941,0.563915848731995,0.56384289264679,0.606010138988495,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.563701152801514,0.260432422161102,0.303185105323792,0.54750394821167,-0.789716362953186,0.114893808960915,0.639691096569514,0.563600052790441,0.423029682954082,0.598475635051727,0.540592908859253,0.453496038913727,0.317702293395996
"China, Macao SAR",33623.7109375,22468.935546875,0.704356,0.406272023916245,NA,2.99949288368225,26017.28125,33528.75,33765.04296875,21174.859375,237439.515625,0.00194970611482859,0.398158252239227,0.590822279453278,23226.259765625,26030.76953125,33355.296875,236953.984375,1.0020489692688,0.797744512557983,0.92412656545639,0.322061330080032,0.0941454470157623,0.0332063175737858,8.06520608333333,0.731918871402741,0.740384459495544,1.1806036233902,"Extrapolated","Extrapolated","Market-based","Regular","Outlier",0.806883573532105,0.354735195636749,0.421803742647171,0.0417135879397392,-1.18413245677948,0.558996319770813,0.71369033087786,0.769706477723716,0.766788853502723,0.536858797073364,0.569265127182007,0.566605031490326,0.788640379905701
"Morocco",308752.375,333650.46875,37.329064,11.4235677719116,2170.78,2.00658464431763,256782.875,346207.84375,310475.875,331447.59375,1368841.25,0.0135893588885665,0.542966961860657,0.53149551153183,330894.96875,256325.9375,344027.53125,1363733.5,1.02425146102905,0.997723758220673,0.971083104610443,0.464676827192307,0.109470054507256,0.0522680729627609,10.1606602430359,0.414142727851868,0.421778082847595,0.395090907812119,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.573845863342285,0.269801259040833,0.200885608792305,0.187733426690102,-0.350628584623337,0.118362441658974,0.427900700916267,0.443703006655279,0.374841967752725,0.629274368286133,0.599979341030121,0.319043904542923,0.468017548322678
"Republic of Moldova",39840.703125,43754.0625,3.039985,1.01933777332306,2011.68,3.13340497016907,43002.91015625,51911.7578125,40035.3671875,43349.21484375,158061.25,0.00181654712650925,0.537626147270203,0.603349626064301,43703.2578125,42357.31640625,50985.9296875,157561.5,1.02720940113068,0.935384750366211,0.937460124492645,0.51309597492218,0.112462528049946,0.0624354593455792,18.8971896198157,0.345728039741516,0.362812668085098,0.335077315568924,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.720648288726807,0.205513507127762,0.271362960338593,0.165616154670715,-0.37875497341156,0.0156140271574259,0.394503157444796,0.445279968254953,0.216197770132735,0.633216977119446,0.553135275840759,0.257555216550827,0.353228837251663
"Madagascar",46122.49609375,48310.59375,30.437261,16.2694911956787,1793.67,1.71304893493652,44896.98046875,50652.609375,46274.765625,48167.75,146887.09375,NA,NA,NA,49006.79296875,44920.38671875,51052.26953125,146265.640625,NA,NA,NA,NA,NA,0.0378044880926609,4096.11618374535,0.297994017601013,0.331187039613724,0.318171471357346,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.788017511367798,0.119491338729858,0.144078746438026,0.134178683161736,-0.213626459240913,0.0278601385653019,0.285936442367047,0.590110412963403,0.363941168624651,0.485760241746902,0.487503826618195,0.274578481912613,NA
"Maldives",10327.6435546875,9731.0068359375,0.524106,0.317193478345871,NA,2.68157649040222,6575.11669921875,10448.240234375,10388.580078125,9456.1181640625,84392.546875,NA,NA,NA,11547.2216796875,6680.28369140625,10472.5595703125,83924.421875,NA,NA,NA,NA,NA,0.0462928675115109,15.386625,0.600433230400085,0.594606578350067,0.653240382671356,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.456230938434601,0.409589141607285,0.239098444581032,0.0553089417517185,-0.685983002185822,0.525755524635315,0.668529798988117,0.584715184696418,0.470496088393411,0.494066804647446,0.54596471786499,0.366405367851257,NA
"Mexico",2601140.25,2577845.75,128.613117,57.884391784668,1639.79,2.83388257026672,2253491.5,2728908,2611430,2584148.75,10592462,0.0946877896785736,0.685170233249664,0.678069293498993,2603422,2253905.5,2725349.25,10544608,1.01403725147247,0.994988083839417,1.00786209106445,0.380911499261856,0.103971712291241,0.0380753800272942,20.12735,0.531803965568543,0.561556279659271,0.567484736442566,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.702000379562378,0.183974072337151,0.170043662190437,0.346731662750244,-0.375428438186646,-0.0273213405162096,0.570611206002462,0.70258332225267,0.371594081144173,0.644462764263153,0.621903002262116,0.588684380054474,0.869888603687286
"North Macedonia",39830.86328125,40431.203125,1.840233,0.750235080718994,1968.21,NA,36126.24609375,48292.6484375,40051.484375,40062.4140625,178673.484375,0.00152978941332549,NA,NA,40699.28515625,36469.84765625,48625.89453125,177842.890625,1.03476464748383,NA,NA,0.524812817573547,0.0964542254805565,0.0399069637060165,58.5743916666667,0.326113551855087,0.347863227128983,0.347768306732178,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.647690653800964,0.303686231374741,0.254058420658112,0.438821017742157,-0.644257545471191,1.22536391700123e-06,0.373373400617796,0.412445447803373,0.205630341859157,0.576828598976135,0.503965020179749,0.273838996887207,0.392638891935349
"Mali",53652.59375,54973.99609375,23.07264,6.99859237670898,2236.89,1.45184659957886,53231.515625,59823.12109375,53841.19921875,54612.875,90702.1015625,NA,NA,NA,54723.9375,53175.73828125,58920.078125,90069.8984375,NA,NA,NA,NA,NA,0.0490380674600601,623.759700911182,0.324147701263428,0.348809510469437,0.343880891799927,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.804834961891174,0.120696894824505,0.169871360063553,0.150237515568733,-0.293604284524918,0.04796352237463,0.319418285365183,0.547969830126953,0.346555210115963,0.397789806127548,0.389854341745377,0.326127052307129,NA
"Malta",31510.064453125,23366.611328125,0.528192,0.281290799379349,1846.5,3.4607367515564,18696.869140625,27419.298828125,31660.466796875,22733.193359375,85403,0.000916818215046078,0.745967507362366,0.84317934513092,25243.60546875,18805.185546875,27383.51171875,84958.6015625,1.07879674434662,0.983755171298981,1.01997816562653,0.476132273674011,0.217565402388573,0.0653857663273811,0.949623753156941,0.632205307483673,0.607546210289002,0.846128344535828,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.535833418369293,0.3836869597435,0.28661459684372,0.4243243932724,-1.03537809848785,0.404918670654297,0.696205499675577,0.554688549085632,0.512555275915619,0.521381914615631,0.435109406709671,0.421282738447189,0.997167885303497
"Myanmar",420556.375,423268.15625,53.756787,20.3020191192627,2194.37,1.91111409664154,334039.90625,430571.4375,422347.75,425117.96875,1364905.625,NA,NA,NA,443057.5,339114.25,432692.3125,1353603.25,NA,NA,NA,NA,NA,0.0641514137387276,1923.48100358423,0.141960740089417,0.15428651869297,0.153281137347221,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.462020069360733,0.22707000374794,0.323738068342209,0.118002742528915,-0.12632167339325,-0.00450919941067696,0.182154829818398,0.196938931298392,0.0845980765764273,0.390551179647446,0.382986843585968,0.113537289202213,NA
"Montenegro",14678.3408203125,15913.0869140625,0.614648,0.251242995262146,NA,NA,14267.947265625,18119.626953125,14751.4482421875,15570.4970703125,57030.60546875,NA,NA,NA,15762.62109375,14386.9443359375,18196.923828125,56793.6015625,NA,NA,NA,NA,NA,0.041617788374424,0.949623753156941,0.404552847146988,0.422892659902573,0.400647431612015,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.628859877586365,0.247370332479477,0.287485092878342,0.0730505436658859,-0.514373123645783,0.277607262134552,0.475735600050862,0.490829623269783,0.248844006516078,0.557816982269287,0.473296016454697,0.326563268899918,NA
"Mongolia",51102.4453125,46809.6640625,3.386015,1.41072702407837,NA,2.73486876487732,39638.8125,55549.15234375,51381.55078125,47244.6875,221573.8125,0.00283555337227881,0.448435723781586,0.494115978479385,45786.3984375,39659.03515625,55476.59765625,220573.671875,1.05271852016449,0.989511013031006,1.02735078334808,0.405753165483475,0.0750235095620155,0.0488141886889935,3140.67788364809,0.284538149833679,0.33370840549469,0.362928837537766,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.541125297546387,0.336764603853226,0.297885715961456,0.379090994596481,-0.356053352355957,-0.198813259601593,0.347822706077293,0.456210600564684,0.169578390590878,0.564172327518463,0.480700433254242,0.252372294664383,0.326014310121536
"Mozambique",44698.9140625,49458.05859375,32.656246,12.0753612518311,1505.3,1.28389978408813,42622.953125,61066.86328125,45026.03125,49105.6796875,252989.40625,0.00327096157707274,0.234902575612068,0.273757368326187,48460.6015625,42574.109375,60993.3359375,251763.25,1.09998750686646,0.962467014789581,1.03175795078278,0.539653122425079,0.0213274732232094,0.0502749942243099,63.8508333333333,0.409460425376892,0.419391393661499,0.384548783302307,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.693045556545258,0.375596314668655,0.174938589334488,0.387614101171494,-0.631194591522217,-1.65893969568398e-12,0.421273339824625,0.442341361934628,0.362661767300042,0.494329005479813,0.52061128616333,0.329674452543259,0.241116061806679
"Mauritania",24791.28515625,27047.931640625,4.875637,1.04200959205627,NA,1.83026969432831,21892.8515625,30565.814453125,24941.447265625,26881.56640625,110489.6796875,0.00102221209090203,0.614315688610077,0.654601454734802,27698.521484375,21737.865234375,30370.25,109691.109375,1.02925789356232,1.0206401348114,1.02623569965363,0.404089570045471,0.0954813435673714,0.0472052581608295,36.935,0.320807933807373,0.383216202259064,0.355558395385742,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.572784245014191,0.322636097669601,0.241634473204613,0.140766978263855,-0.32681730389595,0.0489955134689808,0.351851876488832,0.540751107032736,0.247219627811711,0.679648399353027,0.591377079486847,0.34733459353447,0.505520403385162
"Montserrat",132.159545898438,110.250503540039,0.004453,0.00234562833793461,NA,NA,198.254959106445,219.533874511719,132.618408203125,103.931343078613,956.161010742188,NA,NA,NA,107.415077209473,197.430892944336,217.428726196289,950.157348632813,NA,NA,NA,NA,NA,0.0243019200861454,2.7,0.509645521640778,0.544893860816956,0.69529527425766,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.888449132442474,0.204740151762962,1.01910781860352,0.0824776515364647,-1.04350447654724,-0.151270285248756,0.608497320690876,0.87330195410473,0.423467379464782,0.492449402809143,0.374815046787262,0.654886782169342,NA
"Mauritius",30730.705078125,34687.484375,1.27613,0.557728052139282,2057.49,2.68140149116516,27357.716796875,32875.015625,30849.978515625,34292.82421875,121739.1796875,0.000713325978722423,0.990455389022827,0.889819443225861,32554.73046875,27257.2109375,32715.71875,121002.875,1.02609884738922,1.0023889541626,0.962982654571533,0.459867179393768,0.140383094549179,0.0395807735621929,44.182775,0.40705618262291,0.419059604406357,0.376987874507904,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.57832658290863,0.160887867212296,0.219441369175911,0.117807142436504,-0.320493817329407,0.24403090775013,0.457503837145947,0.47857897663424,0.274103906858922,0.515442848205566,0.55372542142868,0.320751667022705,0.888129591941834
"Malawi",33585.61328125,36238.41796875,20.568728,6.77520370483398,1595.81,2.11809349060059,36117.7890625,39474.828125,33691.58203125,36077.3984375,29370.16015625,NA,NA,NA,37000.15625,36056.265625,39817.48828125,29248.951171875,NA,NA,NA,NA,NA,0.0718058869242668,949.039016666667,0.359018296003342,0.370595037937164,0.346087425947189,"Extrapolated","Extrapolated","Market-based","Regular",NA,0.927210628986359,0.0930510237812996,0.0739089325070381,0.0551443323493004,-0.14999994635582,0.000685087288729847,0.349174104728808,0.495147135069169,0.482516758468007,0.367361545562744,0.532678782939911,0.332039952278137,NA
"Malaysia",1119484.625,1021068.625,34.695493,15.3916921615601,2291.71,3.16371178627014,811099.8125,1042962.3125,1124324.375,1026214.75,4205085.5,0.0412570387125015,0.638377368450165,0.608011662960053,1022263.1875,809347.5625,1036956.625,4200586.5,1.03490495681763,1.03659212589264,1.04246366024017,0.396719485521317,0.196411237120628,0.054694626480341,4.40107634540072,0.347547888755798,0.362019419670105,0.396629691123962,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.665048956871033,0.225939571857452,0.125331223011017,0.561419069766998,-0.558886408805847,-0.0188523884862661,0.343500585249358,0.412643653932315,0.369024296391377,0.542971849441528,0.480697184801102,0.212850317358971,0.539980292320252
"Namibia",30124.33984375,27284.20703125,2.889662,0.777087986469269,2195.78,2.29239988327026,29767.607421875,35822.54296875,30250.94921875,26672.859375,114392.1640625,0.0011059392709285,0.541312038898468,0.681300222873688,27700.9140625,29784.4609375,35742.61328125,114202.2265625,1.0262359380722,1.00467777252197,1.04449164867401,0.55303567647934,0.121987536549568,0.0521956793963909,16.3558583333333,0.415538638830185,0.415433913469315,0.471163302659988,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.834495306015015,0.227007418870926,0.281530857086182,0.441291004419327,-0.862024009227753,0.0776994302868843,0.425805656376613,0.414919117492812,0.385105785354691,0.59030556678772,0.445328801870346,0.268525660037994,0.460803478956223
"Niger",45737.5703125,47466.04296875,25.311973,9.9359827041626,2069.34,1.24905955791473,36549.50390625,47039.48828125,45955.48046875,47443.3203125,165617.359375,0.00157409941311926,0.349773645401001,0.324996590614319,42141.875,36470.9375,47375.6484375,165017.53125,1.04734969139099,1.06125271320343,1.05614411830902,0.390887498855591,0.111315004527569,0.0469814613461494,623.759700911182,0.307152688503265,0.335843563079834,0.3253113925457,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.636121869087219,0.221105635166168,0.134260639548302,0.072801448404789,-0.13408887386322,0.0697992816567421,0.302401852262267,0.435809211625928,0.3296619025302,0.389355659484863,0.437960952520371,0.326459735631943,0.54184228181839
"Nigeria",1092873.25,1084607.25,223.150896,80.6709518432617,2055.89,2.08037233352661,821442.375,1124392.375,1098720.5,1093067.875,10305527,0.0781916752457619,0.293742179870605,0.283166110515595,1150060.875,823380.9375,1127538.375,10246269,1.01488947868347,0.995958983898163,0.949429512023926,0.31155726313591,0.0570422820746899,0.0282779484987259,425.979158066857,0.401220768690109,0.432374238967896,0.434610188007355,"Extrapolated","Extrapolated","Market-based","Regular","Regular",0.659325897693634,0.277155667543411,0.0921758338809013,0.101464740931988,-0.0770949348807335,-0.053027156740427,0.428607807469939,0.516846282462034,0.205323513184658,0.485541701316834,0.471807599067688,0.340195149183273,0.379478842020035
